Price,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,,,
Date,,,,,,,,
2025-06-03,141.1867218017578,141.9665367692297,137.91748812723765,138.74729436292043,225578800,130.58022994995116,130.54514907739372,67.40677467556151
2025-06-04,141.88656616210938,142.3564566649135,139.5071219355859,142.15650682982962,167120800,131.99889526367187,131.62528403784282,61.86874526490124
2025-06-05,139.95703125,143.96608121416313,138.79730082341692,142.13651043477643,231397900,133.14512557983397,132.41878377233397,58.85383058602687
2025-06-06,141.6865997314453,143.23623746842864,141.47664251332282,142.47640682683559,153986200,134.36233787536622,133.30143291129696,60.42905060125414
2025-06-09,142.59640502929688,144.96584183837217,141.9065651342004,143.15627066728982,185114500,135.6610321044922,134.18666835110648,61.37246687652488
2025-06-10,143.92608642578125,144.25599524562207,141.4966510569608,142.65638139553192,155881900,136.70878524780272,135.11423197726597,65.36244320036889
2025-06-11,142.80625915527344,144.96590375929992,141.84641202362192,144.5859620448177,167694000,137.3541290283203,135.84680599421907,68.57317900469015
2025-06-12,144.9759063720703,144.9759063720703,141.82643588786814,141.94641106631286,162365000,137.83751907348633,136.71624412544298,69.73427492004113
2025-06-13,141.94639587402344,143.556128789635,140.8265869783813,142.4563055840922,180820600,138.1949264526367,137.21435381578397,66.52197071452059
2025-06-16,144.66595458984375,146.1556971839991,143.1761967394354,143.32618096280035,183133700,138.65981903076172,137.92403007998013,64.90582367501564
2025-06-17,144.09603881835938,145.1958620737219,143.75609899624828,144.46598768948277,139108000,139.08771820068358,138.51184043601626,65.15904747766672
2025-06-18,145.455810546875,145.62578045463974,143.0962022725339,143.9860537050978,161494100,139.64309158325196,139.1731709227647,61.36346743703204
2025-06-20,143.8260955810547,146.17569581398777,142.6262828381709,145.42582047781178,242956200,140.2459487915039,139.6163066045066,67.25913704465646
2025-06-23,144.1460418701172,144.7559411184857,142.00639807778802,142.47632119978937,154308900,140.81331558227538,140.04770996313619,64.55423292521985
2025-06-24,147.8754119873047,147.9354148301798,145.4758169849003,145.53580457152245,187566100,141.64413299560547,140.79320539400936,64.38694262289701
2025-06-25,154.28436279296875,154.4243389252029,149.23519867353343,149.24520677628502,269146500,142.5849479675293,142.07807752724358,71.40887719213188
2025-06-26,154.99423217773438,156.69394650127538,153.97439748110884,155.95406403411533,198145700,143.5957473754883,143.30818749395698,77.10857425797045
2025-06-27,157.72378540039062,158.68363258213975,155.23419369167684,156.01406285223712,263234500,144.52407608032226,144.68110158028398,77.90519784301596
2025-06-30,157.96376037597656,158.6336472456001,155.93409881773164,158.37368067249696,194580300,145.6673553466797,145.94611670368326,77.37786435722103
2025-07-01,153.2745361328125,157.17388214393176,151.46483925954294,156.26402965591922,213143600,146.46370010375978,146.64406141121938,64.87430187942653
2025-07-02,157.22386169433594,157.57380961936815,152.94457434216997,152.9545671877056,171224100,147.26555709838868,147.65166143818286,71.04493222836555
2025-07-03,159.3135223388672,160.95324924613055,157.74379112425564,158.34368228178877,143716100,148.13690490722655,148.76231485729565,70.97716161007301
2025-07-07,158.21371459960938,159.28352889047815,157.31385497697042,158.17371270193448,140139000,149.04973907470702,149.66244816608744,75.22483833644475
2025-07-08,159.97341918945312,160.19338386133896,158.36368604860908,159.3035323273478,138133000,149.9640800476074,150.64444540640798,74.46470725949627
2025-07-09,162.85293579101562,164.39267314506114,161.13322041798892,161.1932080055649,183656400,150.97690658569337,151.8071587763706,77.91670943777417
2025-07-10,164.07273864746094,164.4726660794993,161.5831469026993,164.29270331195812,167704100,151.98423919677734,152.975309240284,77.82431587402148
2025-07-11,164.89259338378906,167.862101078866,163.44283738179527,163.6927958392512,193633300,153.08855590820312,154.11028868252257,82.26647359018489
2025-07-14,164.04273986816406,165.4625020418882,161.99307751467913,165.3425116109199,136975800,154.04189758300782,155.0562364144884,79.98796755655846
2025-07-15,170.671630859375,172.37134531045626,169.17188012202328,171.1615549258278,230627400,155.4781593322754,156.54341683781095,81.59647568148316
2025-07-16,171.34152221679688,171.72146396229547,168.87193138356372,171.03157616389174,158831500,156.81193771362305,157.95276020723819,78.11471657872366
2025-07-17,172.97125244140625,174.13106334471073,170.80161486292053,171.99141956059896,160841100,158.25569839477538,159.38309280096848,78.75882311012862
2025-07-18,172.38136291503906,174.22105359276725,171.23154479926822,173.61115431570738,146456400,159.6019760131836,160.62102328802283,75.17175561517308
2025-07-21,171.35153198242188,173.35119970444802,170.97159023323564,172.72129949000853,123126100,160.97824783325194,161.64297649701322,72.38384715588363
2025-07-22,167.00225830078125,171.36153479867312,164.55266825003173,171.31154005146294,193114300,162.12105865478514,162.15338428784827,73.21614555108604
2025-07-23,170.75161743164062,171.23153339032083,167.94208685699226,169.5018251648929,154082200,163.26486892700194,162.9722636348761,73.03375632447184
2025-07-24,173.7111358642578,173.80111724784433,171.27153886755505,172.41134882841166,128984600,164.2362075805664,163.9950133710077,73.80957427695314
2025-07-25,173.47117614746094,174.69097468726906,172.9312725713388,173.58115848322245,122316800,165.16005477905273,164.89750506400324,75.97007986494384
2025-07-28,176.7206268310547,176.97058528484683,173.94109004538618,173.99108478739527,140023500,166.10989685058593,166.02351666086528,77.12992712421709
2025-07-29,175.48085021972656,179.350217961682,174.99094135061006,177.93045559033015,154077500,166.98575134277343,166.92421509504254,71.60458310599672
2025-07-30,179.24021911621094,179.86011122312902,176.01074478620916,176.48066791766442,174312200,168.28403549194337,168.09716785896333,73.87478095120977
2025-07-31,177.84043884277344,183.26954448460754,175.9007587673991,182.86960179799485,221685400,169.31486434936522,169.02509842885001,70.01548307476315
2025-08-01,173.69113159179688,176.51065501732398,170.86160006411595,174.06106522140865,204529000,170.03374481201172,169.46948253960687,63.53437355921552
2025-08-04,179.9700927734375,180.17005649193501,174.49100755408614,175.1309006070304,148174600,171.12156372070314,170.46954065711455,63.17282841497358
2025-08-05,178.23037719726562,180.23004490386853,175.87076869322405,179.59015184800575,156407600,172.03441162109374,171.20866794665275,59.47210116375581
2025-08-06,179.3901824951172,179.87009845787975,176.22071111043454,176.30069964693718,137192300,172.86127395629882,171.98785980841126,58.941509104303826
2025-08-07,180.73995971679688,183.84944343505214,178.77028591662776,181.53982980547644,151878400,173.69463500976562,172.82139313301943,61.40206123766677
